year,month,day,day_of_year,lag_1,lag_7,rolling_mean_7,value
2020,8,25,238,114.30242762964131,120.62122067125568,124.08266332519864,125.39430226860728
2020,8,26,239,125.39430226860728,125.37561311030454,124.7645321248203,121.18937011158916
2020,8,27,240,121.18937011158916,124.5436336751318,124.16649741071811,128.7991523175877
2020,8,28,241,128.7991523175877,121.08244897892992,124.77442864535467,120.61550577219546
2020,8,29,242,120.61550577219546,135.08710262301938,124.70772247296404,124.04802011320956
2020,8,30,243,124.04802011320956,127.5661965881079,123.13071068584834,127.19272829929274
2020,8,31,244,127.19272829929274,114.30242762964131,123.07735807316045,129.04518114015542
2020,9,1,245,129.04518114015542,125.39430226860728,125.18346571751961,118.76608628661704
2020,9,2,246,118.76608628661704,121.18937011158916,124.23657772009244,123.14880063501516
2020,9,3,247,123.14880063501516,128.7991523175877,124.51649636629615,122.50291878044348
2020,9,4,248,122.50291878044348,120.61550577219546,123.61703443241842,121.66996164569343
2020,9,5,249,121.66996164569343,124.04802011320956,123.76767098577525,133.8254885766784
2020,9,6,250,133.8254885766784,127.19272829929274,125.16445219484224,127.0874049519799
2020,9,7,251,127.0874049519799,129.04518114015542,125.14940600236898,118.82504667345266
2020,9,8,252,118.82504667345266,118.76608628661704,123.68938679284001,129.78845802894645
2020,9,9,253,129.78845802894645,123.14880063501516,125.2640113274585,135.88234289994838
2020,9,10,254,135.88234289994838,122.50291878044348,127.08308879387754,130.509052775222
2020,9,11,255,130.509052775222,121.66996164569343,128.22682222170303,117.8278104862998
2020,9,12,256,117.8278104862998,133.8254885766784,127.6779434846468,123.08421061154264
2020,9,13,257,123.08421061154264,127.0874049519799,126.14347520391311,131.92346090332563
2020,9,14,258,131.92346090332563,118.82504667345266,126.83434033981965,122.13690140843876
2020,9,15,259,122.13690140843876,129.78845802894645,127.30746244481767,127.98352389562726
2020,9,16,260,127.98352389562726,135.88234289994838,127.04961471148636,129.72962368247528
2020,9,17,261,129.72962368247528,130.509052775222,126.17065482327591,121.31668971982629
2020,9,18,262,121.31668971982629,117.8278104862998,124.85746010107651,125.75147847472564
2020,9,19,263,125.75147847472564,123.08421061154264,125.98941267085164,109.94341790929607
2020,9,20,264,109.94341790929607,131.92346090332563,124.11215657053071,121.13136274315836
2020,9,21,265,121.13136274315836,122.13690140843876,122.57042826193539,125.096913469662
2020,9,22,266,125.096913469662,127.98352389562726,122.99328712782442,120.23020762102992
2020,9,23,267,120.23020762102992,129.72962368247528,121.88567051716765,134.74347361008645
2020,9,24,268,134.74347361008645,121.31668971982629,122.60193479254069,119.54593537813209
2020,9,25,269,119.54593537813209,125.75147847472564,122.34896988658436,124.61458312496228
2020,9,26,270,124.61458312496228,109.94341790929607,122.1865562651896,127.58961547403196
2020,9,27,271,127.58961547403196,121.13136274315836,124.70744163158042,134.26633455526644
2020,9,28,272,134.26633455526644,125.096913469662,126.58386617616732,120.00766525158416
2020,9,29,273,120.00766525158416,120.23020762102992,125.85683071644189,133.13275804938854
2020,9,30,274,133.13275804938854,134.74347361008645,127.70005220620742,127.50102539226124
2020,10,1,275,127.50102539226124,119.54593537813209,126.6654167465181,122.6781964065435
2020,10,2,276,122.6781964065435,124.61458312496228,127.11288260771973,130.0350957668938
2020,10,3,277,130.0350957668938,127.58961547403196,127.8872415565671,128.8616742738541
2020,10,4,278,128.8616742738541,134.26633455526644,128.068964242256,125.01004610914131
2020,10,5,279,125.01004610914131,120.00766525158416,126.74663732138096,128.50785067418482
2020,10,6,280,128.50785067418482,133.13275804938854,127.96094952460963,126.3829339569395
2020,10,7,281,126.3829339569395,127.50102539226124,126.99668893997405,129.0306983060698
2020,10,8,282,129.0306983060698,122.6781964065435,127.21521364194669,131.93031767402832
2020,10,9,283,131.93031767402832,130.0350957668938,128.53694525158738,136.70923845239068
2020,10,10,284,136.70923845239068,128.8616742738541,129.49039420665835,122.75249769278008
2020,10,11,285,122.75249769278008,125.01004610914131,128.61765469507637,139.77208614957934
2020,10,12,286,139.77208614957934,128.50785067418482,130.72651755799606,119.51473930628237
2020,10,13,287,119.51473930628237,126.3829339569395,129.44178736258144,128.68741759602966
2020,10,14,288,128.68741759602966,129.0306983060698,129.77099931102288,132.56198955230664
2020,10,15,289,132.56198955230664,131.93031767402832,130.27546948905675,131.2023080733675
2020,10,16,290,131.2023080733675,136.70923845239068,130.17146811753375,126.86366934765051
2020,10,17,291,126.86366934765051,122.75249769278008,128.764958245428,129.1192342852349
2020,10,18,292,129.1192342852349,139.77208614957934,129.67449204435013,127.88036636672376
2020,10,19,293,127.88036636672376,119.51473930628237,127.97567493251361,127.58690536309716
2020,10,20,294,127.58690536309716,128.68741759602966,129.12884151205859,134.97291519938884
2020,10,21,295,134.97291519938884,132.56198955230664,130.02676974110992,132.70395918936993
2020,10,22,296,132.70395918936993,131.2023080733675,130.04705111783323,127.65109549842536
2020,10,23,297,127.65109549842536,126.86366934765051,129.5397350356986,135.81317160410066
2020,10,24,298,135.81317160410066,129.1192342852349,130.81823535804867,133.05394716883325
2020,10,25,299,133.05394716883325,127.88036636672376,131.3803371985627,135.78676681640837
2020,10,26,300,135.78676681640837,127.58690536309716,132.50982297708907,135.0783163371303
2020,10,27,301,135.0783163371303,134.97291519938884,133.58002454480808,127.99560135131364
2020,10,28,302,127.99560135131364,132.70395918936993,132.5832654236545,129.55274218650908
2020,10,29,303,129.55274218650908,127.65109549842536,132.13309156610293,136.30583063876284
2020,10,30,304,136.30583063876284,135.81317160410066,133.36948230043689,135.8395501684994
2020,10,31,305,135.8395501684994,133.05394716883325,133.37325066677957,132.9041240850832
2020,11,1,306,132.9041240850832,135.78676681640837,133.35184736910097,133.81877438476977
2020,11,2,307,133.81877438476977,135.0783163371303,133.07070559315258,139.84651401344826
2020,11,3,308,139.84651401344826,127.99560135131364,133.75187668976946,130.7289050091784
2020,11,4,309,130.7289050091784,129.55274218650908,134.14234864089298,136.6533145844303
2020,11,5,310,136.6533145844303,136.30583063876284,135.1567161263103,133.1403956639947
2020,11,6,311,133.1403956639947,135.8395501684994,134.70451112991483,133.29892116637637
2020,11,7,312,133.29892116637637,132.9041240850832,134.34156412961156,140.11958747281358
2020,11,8,313,140.11958747281358,133.81877438476977,135.37234461357306,138.99353881495333
2020,11,9,314,138.99353881495333,139.84651401344826,136.11159667502784,139.17710628303868
2020,11,10,315,139.17710628303868,130.7289050091784,136.01596699925503,141.8823690022654
2020,11,11,316,141.8823690022654,136.6533145844303,137.6093189982675,135.70769483780956
2020,11,12,317,135.70769483780956,133.1403956639947,137.47423046303595,139.26239224241104
2020,11,13,318,139.26239224241104,133.29892116637637,138.3488014028097,134.5534630797078
2020,11,14,319,134.5534630797078,140.11958747281358,138.52802167614277,137.9799817933554
2020,11,15,320,137.9799817933554,138.99353881495333,138.22236372193444,135.96493694367356
2020,11,16,321,135.96493694367356,139.17710628303868,137.78970631175164,137.35924793036793
2020,11,17,322,137.35924793036793,141.8823690022654,137.5300122613701,140.11074689122825
2020,11,18,323,140.11074689122825,135.70769483780956,137.2769233883648,133.30659322387103
2020,11,19,324,133.30659322387103,139.26239224241104,136.93390887208787,148.12437195639492
2020,11,20,325,148.12437195639492,134.5534630797078,138.19990597408557,132.8990539218779
2020,11,21,326,132.8990539218779,137.9799817933554,137.96356180868128,132.1268310000074
2020,11,22,327,132.1268310000074,135.96493694367356,137.12739740963156,144.25885074833698
2020,11,23,328,144.25885074833698,137.35924793036793,138.3122422388692,142.69898179001294
2020,11,24,329,142.69898179001294,140.11074689122825,139.07506136167564,142.1354489601088
2020,11,25,330,142.1354489601088,133.30659322387103,139.36430451437286,142.43252804843027
2020,11,26,331,142.43252804843027,148.12437195639492,140.6680094893099,139.50724527157195
2020,11,27,332,139.50724527157195,132.8990539218779,139.43699139147802,135.3615723409928
2020,11,28,333,135.3615723409928,132.1268310000074,139.78877973706588,140.50787640436317
2020,11,29,334,140.50787640436317,144.25885074833698,140.98607193768814,137.0256562600129
2020,11,30,335,137.0256562600129,142.69898179001294,139.95275843935613,145.5712334409014
2020,12,1,336,145.5712334409014,142.1354489601088,140.36308010376874,140.2460330761955
2020,12,2,337,140.2460330761955,142.43252804843027,140.093163548924,137.14099051649777
2020,12,3,338,137.14099051649777,139.50724527157195,139.3372296157908,139.95013073363288
2020,12,4,339,139.95013073363288,135.3615723409928,139.40049896751378,143.91168277496973
2020,12,5,340,143.91168277496973,140.50787640436317,140.62194331522477,139.31970520810293
2020,12,6,341,139.31970520810293,137.0256562600129,140.45220457290188,138.3198197606283
2020,12,7,342,138.3198197606283,145.5712334409014,140.6370850729898,143.9431968689173
2020,12,8,343,143.9431968689173,140.2460330761955,140.4045084198492,144.24463168700515
2020,12,9,344,144.24463168700515,137.14099051649777,140.975736792822,140.7812732071755
2020,12,10,345,140.7812732071755,139.95013073363288,141.49577717720453,141.25809298566992
2020,12,11,346,141.25809298566992,143.91168277496973,141.68262892749553,145.07188742499628
2020,12,12,347,145.07188742499628,139.31970520810293,141.8483724489279,136.97057935442098
2020,12,13,348,136.97057935442098,138.3198197606283,141.51278304125907,137.4740076186097
