date,value
2020-05-15,133.57463551279113
2020-05-16,121.92734504096984
2020-05-17,124.24982491576287
2020-05-18,129.94214826020047
2020-05-19,119.73261527224652
2020-05-20,127.03459314319316
2020-05-21,132.44138331939976
2020-05-22,117.8746870284953
2020-05-23,126.83980241101001
2020-05-24,127.21871252195159
2020-05-25,129.82925366058262
2020-05-26,119.73444216018221
2020-05-27,119.31422559519635
2020-05-28,128.5218273551144
2020-05-29,127.39099357084638
2020-05-30,127.15086732744656
2020-05-31,127.62140204850785
2020-06-01,122.47826369963995
2020-06-02,127.0273942612158
2020-06-03,127.31778299159213
2020-06-04,122.26555941409491
2020-06-05,135.14973103012701
2020-06-06,128.17225660243898
2020-06-07,119.82754543808619
2020-06-08,129.04658551929566
2020-06-09,120.8689938858345
2020-06-10,129.65528715451526
2020-06-11,131.48922832910202
2020-06-12,121.56819711972882
2020-06-13,130.4628674982299
2020-06-14,127.68333766428677
2020-06-15,129.702296494007
2020-06-16,135.04768846977396
2020-06-17,124.30772499523525
2020-06-18,121.73619011926348
2020-06-19,121.02681691454819
2020-06-20,121.36421812743131
2020-06-21,125.02605366354831
2020-06-22,127.08507688660855
2020-06-23,126.73003808855704
2020-06-24,129.44932997219763
2020-06-25,125.34486578494725
2020-06-26,132.5136327955451
2020-06-27,123.88849843524122
2020-06-28,138.7782134399344
2020-06-29,128.2711049412561
2020-06-30,120.82224743626034
2020-07-01,119.71875703451758
2020-07-02,127.4507340926711
2020-07-03,123.88622967060293
2020-07-04,128.5387876359603
2020-07-05,127.30033572176099
2020-07-06,124.53553717599739
2020-07-07,120.6314697873817
2020-07-08,117.25723211600746
2020-07-09,122.56524720845228
2020-07-10,129.04654408592174
2020-07-11,125.80217183437186
2020-07-12,118.47063738548879
2020-07-13,125.53338941094664
2020-07-14,126.56280053623804
2020-07-15,120.18628051144304
2020-07-16,125.34422213666726
2020-07-17,124.83739343427892
2020-07-18,118.80302515526785
2020-07-19,126.27916283353046
2020-07-20,127.26736941031149
2020-07-21,129.85284361680908
2020-07-22,129.68170640361257
2020-07-23,117.50047412398052
2020-07-24,119.67688431944669
2020-07-25,126.9194854875798
2020-07-26,126.89269662941359
2020-07-27,126.87966779134682
2020-07-28,143.55000037404002
2020-07-29,127.12400605529231
2020-07-30,129.9319348642149
2020-07-31,129.01005638571274
2020-08-01,127.48437722552845
2020-08-02,122.63992497083824
2020-08-03,128.0014882372884
2020-08-04,120.33445116010745
2020-08-05,123.00802643284999
2020-08-06,121.76049359995363
2020-08-07,124.59356556223261
2020-08-08,135.75610439279382
2020-08-09,114.84687645991482
2020-08-10,127.61670888390861
2020-08-11,116.12588867037584
2020-08-12,121.83576276739943
2020-08-13,129.64806195709127
2020-08-14,124.53456700772746
2020-08-15,118.83630970162017
2020-08-16,120.66242754351909
2020-08-17,127.6529296277041
2020-08-18,120.62122067125568
2020-08-19,125.37561311030454
2020-08-20,124.54363367513179
2020-08-21,121.08244897892993
2020-08-22,135.08710262301938
2020-08-23,127.5661965881079
2020-08-24,114.30242762964133
2020-08-25,125.39430226860729
2020-08-26,121.18937011158917
2020-08-27,128.7991523175877
2020-08-28,120.61550577219546
2020-08-29,124.04802011320955
2020-08-30,127.19272829929274
2020-08-31,129.04518114015542
2020-09-01,118.76608628661705
2020-09-02,123.14880063501515
2020-09-03,122.50291878044348
2020-09-04,121.66996164569343
2020-09-05,133.8254885766784
2020-09-06,127.0874049519799
2020-09-07,118.82504667345266
2020-09-08,129.78845802894645
2020-09-09,135.88234289994838
2020-09-10,130.509052775222
2020-09-11,117.8278104862998
2020-09-12,123.08421061154264
2020-09-13,131.92346090332563
2020-09-14,122.13690140843876
2020-09-15,127.98352389562726
2020-09-16,129.72962368247528
2020-09-17,121.31668971982627
2020-09-18,125.75147847472564
2020-09-19,109.94341790929607
2020-09-20,121.13136274315836
2020-09-21,125.09691346966201
2020-09-22,120.23020762102993
2020-09-23,134.74347361008645
2020-09-24,119.54593537813207
2020-09-25,124.61458312496228
2020-09-26,127.58961547403196
2020-09-27,134.26633455526644
2020-09-28,120.00766525158417
2020-09-29,133.13275804938854
2020-09-30,127.50102539226124
2020-10-01,122.6781964065435
2020-10-02,130.0350957668938
2020-10-03,128.8616742738541
2020-10-04,125.01004610914131
2020-10-05,128.50785067418482
2020-10-06,126.3829339569395
2020-10-07,129.0306983060698
2020-10-08,131.93031767402832
2020-10-09,136.70923845239068
2020-10-10,122.75249769278008
2020-10-11,139.77208614957934
2020-10-12,119.51473930628237
2020-10-13,128.68741759602966
2020-10-14,132.56198955230664
2020-10-15,131.2023080733675
2020-10-16,126.86366934765053
2020-10-17,129.1192342852349
2020-10-18,127.88036636672375
2020-10-19,127.58690536309717
2020-10-20,134.97291519938884
2020-10-21,132.70395918936993
2020-10-22,127.65109549842535
2020-10-23,135.81317160410066
2020-10-24,133.05394716883325
2020-10-25,135.78676681640837
2020-10-26,135.0783163371303
2020-10-27,127.99560135131365
2020-10-28,129.55274218650908
2020-10-29,136.30583063876284
2020-10-30,135.83955016849941
2020-10-31,132.9041240850832
2020-11-01,133.81877438476977
2020-11-02,139.84651401344826
2020-11-03,130.7289050091784
2020-11-04,136.6533145844303
2020-11-05,133.1403956639947
2020-11-06,133.29892116637637
2020-11-07,140.11958747281358
2020-11-08,138.99353881495333
2020-11-09,139.17710628303868
2020-11-10,141.8823690022654
2020-11-11,135.70769483780956
2020-11-12,139.26239224241104
2020-11-13,134.5534630797078
2020-11-14,137.9799817933554
2020-11-15,135.96493694367356
2020-11-16,137.35924793036793
2020-11-17,140.11074689122825
2020-11-18,133.30659322387103
2020-11-19,148.12437195639492
2020-11-20,132.8990539218779
2020-11-21,132.1268310000074
2020-11-22,144.25885074833698
2020-11-23,142.69898179001294
2020-11-24,142.1354489601088
2020-11-25,142.43252804843027
2020-11-26,139.50724527157197
2020-11-27,135.3615723409928
2020-11-28,140.50787640436317
2020-11-29,137.0256562600129
2020-11-30,145.5712334409014
2020-12-01,140.2460330761955
2020-12-02,137.14099051649777
2020-12-03,139.95013073363288
2020-12-04,143.91168277496973
2020-12-05,139.31970520810293
2020-12-06,138.3198197606283
2020-12-07,143.9431968689173
2020-12-08,144.24463168700515
2020-12-09,140.7812732071755
2020-12-10,141.25809298566992
2020-12-11,145.07188742499628
2020-12-12,136.97057935442098
2020-12-13,137.4740076186097
2020-12-14,141.22034463863037
2020-12-15,144.04743451706273
2020-12-16,146.97212910513582
2020-12-17,153.09806078706995
2020-12-18,150.31398439292633
2020-12-19,145.53106886436402
2020-12-20,146.5413746899886
2020-12-21,141.93007223190946
2020-12-22,147.15693577481926
2020-12-23,146.11345954415773
2020-12-24,149.47801538017862
2020-12-25,144.0363058038092
2020-12-26,151.0775485778851
2020-12-27,156.4531329435334
2020-12-28,148.5544761605413
2020-12-29,151.415839391857
2020-12-30,153.16711912552327
2020-12-31,148.01947881916516
2021-01-01,151.45523832541872
2021-01-02,150.70689448055228
2021-01-03,151.4413804598245
2021-01-04,147.39687860241358
2021-01-05,151.69321518719218
2021-01-06,154.36915103779884
2021-01-07,159.44308066103213
2021-01-08,157.29157695759739
2021-01-09,163.56860197574093
2021-01-10,149.27297499831732
2021-01-11,157.77784512347196
2021-01-12,154.63893698336355
2021-01-13,164.97663256942303
2021-01-14,150.2908735810424
2021-01-15,150.43780946970338
2021-01-16,151.94276631216425
2021-01-17,144.62276980009364
2021-01-18,152.91515129083007
2021-01-19,152.04905148507837
2021-01-20,156.89653411879382
2021-01-21,158.1522093203179
2021-01-22,166.122113907299
2021-01-23,161.79012764599287
2021-01-24,154.44911017397786
2021-01-25,153.1359994595023
2021-01-26,160.38089086568934
2021-01-27,151.61208281581682
2021-01-28,167.66118237202235
2021-01-29,164.6903692743502
2021-01-30,156.73516596378812
2021-01-31,150.80179796304813
2021-02-01,166.42176552802417
2021-02-02,159.36310041991516
2021-02-03,166.40669686593674
2021-02-04,152.52566954116713
2021-02-05,157.77945979719672
2021-02-06,161.07937320655316
2021-02-07,161.5631288685775
2021-02-08,159.35118032400888
2021-02-09,164.98720943823378
2021-02-10,156.8044403031283
2021-02-11,161.69831909513934
2021-02-12,163.2774215286615
2021-02-13,165.5118791291097
2021-02-14,166.75947822350884
2021-02-15,157.83785267888842
2021-02-16,156.04805577486815
2021-02-17,170.36244278883782
2021-02-18,165.8888943559755
2021-02-19,160.7359564426456
2021-02-20,172.48297934294422
2021-02-21,165.55215544640666
2021-02-22,171.11453110473363
2021-02-23,165.79756891152985
2021-02-24,176.0032848602329
2021-02-25,174.71342529047558
2021-02-26,164.92665369730219
2021-02-27,171.2616311996683
2021-02-28,169.8604786919375
2021-03-01,173.70407230858606
2021-03-02,162.26107919845336
2021-03-03,170.73817626074427
2021-03-04,172.8196791662219
2021-03-05,158.95088798060988
2021-03-06,162.0426888094554
2021-03-07,157.97456087219203
2021-03-08,167.03275033979614
2021-03-09,172.17385963186763
2021-03-10,176.3015780697549
2021-03-11,169.36117211366363
2021-03-12,177.3319234285295
2021-03-13,162.48370994255131
2021-03-14,161.05988339212334
2021-03-15,169.4888258770324
2021-03-16,171.87383526259157
2021-03-17,169.97413805999082
2021-03-18,159.98165133179958
2021-03-19,170.0516448721998
2021-03-20,164.1504018168175
2021-03-21,174.19372598240807
2021-03-22,172.8480675698168
2021-03-23,166.4824800621479
2021-03-24,168.77642784739788
2021-03-25,166.2106511470872
2021-03-26,171.35134543726122
2021-03-27,176.59553436862743
2021-03-28,167.0433287531805
2021-03-29,174.64137772992854
2021-03-30,169.61608962217124
2021-03-31,168.44628982811722
2021-04-01,172.01582037305405
2021-04-02,167.51211972177836
2021-04-03,170.0544848911086
2021-04-04,166.96478378269921
2021-04-05,182.90628417815864
2021-04-06,173.3845075527009
2021-04-07,169.83214298880816
2021-04-08,174.52030459347844
2021-04-09,173.00545826777628
2021-04-10,172.57600902095317
2021-04-11,176.86252097627607
2021-04-12,177.68713623432646
2021-04-13,171.352090564349
2021-04-14,171.2276016490463
2021-04-15,172.83063922798019
2021-04-16,162.79261629887134
2021-04-17,166.81972285582327
2021-04-18,181.32065012067025
2021-04-19,182.79887632182647
2021-04-20,173.413789504416
2021-04-21,177.62387490168624
2021-04-22,176.37666597097945
2021-04-23,190.29136619851636
2021-04-24,180.56862345809512
2021-04-25,174.40220623227532
2021-04-26,170.33241538812086
2021-04-27,167.1435078780282
2021-04-28,176.25599920707805
2021-04-29,171.51721047661832
2021-04-30,168.245343210516
2021-05-01,172.1787828061398
2021-05-02,170.05635489768738
2021-05-03,183.94968807102921
2021-05-04,179.96952678210866
2021-05-05,175.5663025952524
2021-05-06,183.04824132736698
2021-05-07,176.07526208742368
2021-05-08,171.4194733290293
2021-05-09,183.37659188167993
2021-05-10,178.4882324587521
2021-05-11,170.6378267114501
2021-05-12,174.90043543670745
2021-05-13,171.49983729082794
2021-05-14,168.9874909776401
2021-05-15,180.55373340886885
2021-05-16,185.4891141488095
2021-05-17,168.96624250393515
2021-05-18,178.78887568123588
2021-05-19,172.7337016434758
2021-05-20,173.56214520729284
2021-05-21,173.04467016678944
2021-05-22,171.69360159426043
2021-05-23,176.26116577547015
2021-05-24,171.86693489701483
2021-05-25,177.37526276800745
2021-05-26,175.7712867780043
2021-05-27,174.82548204356604
2021-05-28,171.47843644620534
2021-05-29,173.12675987406354
2021-05-30,179.7803059790013
2021-05-31,178.4990834058199
2021-06-01,171.0963263680072
2021-06-02,176.46887041799152
2021-06-03,179.71579609268682
2021-06-04,167.59707548340728
2021-06-05,178.64477905166322
2021-06-06,172.59741564669443
2021-06-07,178.74481004087258
2021-06-08,172.05557520743776
2021-06-09,166.8263333091436
2021-06-10,167.69076981936632
2021-06-11,176.04555749208706
2021-06-12,177.07935607254225
2021-06-13,171.23377910793542
2021-06-14,178.921999164035
2021-06-15,167.3942155448165
2021-06-16,175.34334884545248
2021-06-17,169.5898007167531
2021-06-18,172.3560860817857
2021-06-19,175.82194526660356
2021-06-20,171.25192031948717
2021-06-21,173.5996443623317
2021-06-22,180.5217707014812
2021-06-23,172.5732316096035
2021-06-24,179.60308579280323
2021-06-25,169.74262558463167
2021-06-26,178.00636621812112
2021-06-27,182.5310753459611
2021-06-28,162.9306487863311
2021-06-29,171.2698369440957
2021-06-30,178.10496950035954
2021-07-01,174.16958214741246
2021-07-02,177.00569411768916
2021-07-03,172.09520085354632
2021-07-04,175.51329502504024
2021-07-05,174.26728735974777
2021-07-06,180.8500702947434
2021-07-07,176.2489604585613
2021-07-08,176.6308263570026
2021-07-09,172.84969623553135
2021-07-10,172.43767975413587
2021-07-11,172.67996199942496
2021-07-12,176.782518314949
2021-07-13,172.67335267194883
2021-07-14,176.1957296981834
2021-07-15,185.09305249887794
2021-07-16,179.04152757737256
2021-07-17,173.02635392883457
2021-07-18,180.6338700064471
2021-07-19,172.5595626892908
2021-07-20,164.38231522662514
2021-07-21,169.50641246766727
2021-07-22,165.16774662214388
2021-07-23,172.74000512809846
2021-07-24,174.56658261489753
2021-07-25,182.83469472292447
2021-07-26,176.06630884196917
2021-07-27,173.31652626752572
2021-07-28,178.5406532874846
2021-07-29,163.32083087605685
2021-07-30,175.53879347823616
2021-07-31,178.2006364143976
2021-08-01,166.94039032028405
2021-08-02,180.04056865206874
2021-08-03,176.00426714491795
2021-08-04,172.22688554907563
2021-08-05,177.46037089546968
2021-08-06,185.64470135863567
2021-08-07,175.19702504596665
2021-08-08,175.52697624019655
2021-08-09,171.98901231673466
2021-08-10,170.03834304934676
2021-08-11,178.442836712891
2021-08-12,170.01621541429716
2021-08-13,174.66186579513194
2021-08-14,171.92510899418232
2021-08-15,176.7196563512946
2021-08-16,176.0064653492889
2021-08-17,179.5413253776625
2021-08-18,171.82112374283295
2021-08-19,173.04155577841564
2021-08-20,169.51901598598357
2021-08-21,172.2154858770415
2021-08-22,176.34981921295397
2021-08-23,178.27690414940045
2021-08-24,169.91209062760714
2021-08-25,178.90424632684648
2021-08-26,181.37007953187188
2021-08-27,176.69714233489077
2021-08-28,184.054457856171
2021-08-29,170.84450577036145
2021-08-30,168.53564109537322
2021-08-31,165.91329322588066
2021-09-01,182.3376392927845
2021-09-02,178.18233832991928
2021-09-03,174.68827293546744
2021-09-04,176.4243437061511
2021-09-05,169.45800100413405
2021-09-06,187.37781574357868
2021-09-07,175.86145706798447
2021-09-08,175.8313271256983
2021-09-09,178.98491512194008
2021-09-10,177.83560323244572
2021-09-11,176.62721704170028
2021-09-12,171.63544700039023
2021-09-13,178.0279828435318
2021-09-14,185.16640082714352
2021-09-15,182.57184661974645
2021-09-16,183.9019927365968
2021-09-17,173.47415317690405
2021-09-18,171.17925087971832
2021-09-19,175.59826714410156
2021-09-20,176.6086474333882
2021-09-21,181.90670612103094
2021-09-22,168.08206487235336
2021-09-23,184.303701389884
2021-09-24,175.98040192987466
2021-09-25,174.753464273897
2021-09-26,171.94771836203572
2021-09-27,168.85727488000273
2021-09-28,181.37368064670426
2021-09-29,177.75364176385108
2021-09-30,171.06942869620534
2021-10-01,171.1789791450738
2021-10-02,176.11354846491423
2021-10-03,186.27863741562956
2021-10-04,176.77958858280246
2021-10-05,170.7088018226257
2021-10-06,177.14572531543917
2021-10-07,177.1636958609583
2021-10-08,165.19869794944577
2021-10-09,178.57041314981507
2021-10-10,177.84890362691206
2021-10-11,182.64922212061487
2021-10-12,188.58050189302728
2021-10-13,185.13898580785448
2021-10-14,178.33505472556118
2021-10-15,174.3230937279469
2021-10-16,192.9016234005404
2021-10-17,180.5128812794706
2021-10-18,180.47125065230765
2021-10-19,180.46863010107475
2021-10-20,181.77015200788733
2021-10-21,180.25120436352248
2021-10-22,178.3007635574273
2021-10-23,178.63361757653152
2021-10-24,181.40573789726545
2021-10-25,179.05670657074572
2021-10-26,178.4166420322076
2021-10-27,182.722756269777
2021-10-28,181.1281254248187
2021-10-29,190.138032767914
2021-10-30,169.58090198201828
2021-10-31,188.51357154457878
2021-11-01,189.50932797624557
2021-11-02,173.1373686911126
2021-11-03,182.0188267200433
2021-11-04,182.1055053351649
2021-11-05,177.15806870334123
2021-11-06,180.54190545586707
2021-11-07,179.1158865332254
2021-11-08,193.67028022430358
2021-11-09,189.8298371236348
2021-11-10,191.7540615149909
2021-11-11,189.25177911346935
2021-11-12,180.24755202300892
2021-11-13,183.5218277590724
2021-11-14,188.84511236770055
2021-11-15,180.54356873335857
2021-11-16,190.47729073704795
2021-11-17,185.97084921470702
2021-11-18,185.56060019931792
2021-11-19,191.25374551647076
2021-11-20,190.18647947685326
2021-11-21,186.42848695397032
2021-11-22,194.3000205239202
2021-11-23,183.3699681323376
2021-11-24,192.1286957360482
2021-11-25,192.2900361799881
2021-11-26,188.05404820379184
2021-11-27,191.51139289235377
2021-11-28,183.9057621976021
2021-11-29,195.063679948874
2021-11-30,189.80281849902516
2021-12-01,188.3990245778429
2021-12-02,196.54447864370698
2021-12-03,188.06594495622195
2021-12-04,184.83498118175714
2021-12-05,184.38511429840005
2021-12-06,195.49058516160918
2021-12-07,186.35192072078826
2021-12-08,201.82278104229906
2021-12-09,182.93506968574928
2021-12-10,202.1240221316264
2021-12-11,194.99492086141964
2021-12-12,193.75538325297896
2021-12-13,191.81444279593487
2021-12-14,196.8357341408823
2021-12-15,194.95377283440803
2021-12-16,200.96117722941946
2021-12-17,196.31930724274767
2021-12-18,196.80390947531754
2021-12-19,194.53925232899033
2021-12-20,196.37812941046246
2021-12-21,198.50799210612257
2021-12-22,188.72479862908668
2021-12-23,190.84185225787994
2021-12-24,201.60666976464282
2021-12-25,199.05262713853827
2021-12-26,197.58666411125634
2021-12-27,198.9073108620139
2021-12-28,200.8618389697768
2021-12-29,196.73409934666768
2021-12-30,195.850468649073
